user_id	content_body
53802	价格适中，味道也不错！而且五点过后有折扣，这是面包新语和艺芝多没有的。\\r\\n倍他胡萝卜素面包很有嚼劲，培根芝士也很不错。\\r\\n
3169	被朋友们死拽过去的，因为我不要吃任何动物的内脏的！！锅底很鲜，其实我吃了也不多，鹅肠鹅肝什么的当然我都没吃，不过同去的朋友也说一般啊！！鹅是好东西哦~~清火有营养可是肉太老！反正是不想去吃内脏.......
3720	蛋挞很好吃，但是里面的羊角面包，丹麦缇子和苹果面包就不怎么了。面包一般都9折，蛋挞2.9一个。
28293	味道不错，就是价格贵些，米饭也很香，原来饭上海有个红枣，最近一次去没有了
26713	处在一个比较里面的地方，给人感觉是物有不值，去一次还行
86854	上次路过的时候,买了一个全麦的面包,吃的时候才发现原来里面还有肉松的,挺有嚼头的.
19408	提拉米苏、咖啡慕司、巧克力慕司---够甜！
3543	呵呵~~就是一般啦
48268	与杭州的知味观不好比啊！杭州那里有的菜这里都没有啊！那个臭豆腐！我怀念至今。可到上海这里一吃，心情真是一落千丈，实在不敢恭维！不过听说在长寿路上的那家很棒，里面的鸦片鱼头很好吃。
8704	去过一次，吃的当然是她的招牌咸菜黄鱼面，味道还不错，94等号头实在是慢，计划最近再去一次试试。
59427	水煮鱼真得不错，又鲜又嫩。那个凉粉也满好吃的，其他的记不太清了。不过卫生间实在是太......我去了后回来就没有一点点食欲了。可以想象他们家菜的卫生状况肯定也蛮差的，如果不嫌脏的人可以去多吃吃。俺后来一想到如此的茅房就不愿再去吃了，哪怕鱼再好吃！
2006	上菜速度好慢！ 服务员正是木纳！味道还行吧！
7989	非常不错的火锅店，环境不错，比闹烘烘的小肥羊强多了，服务也还可以，就是人多了有点顾不过来，锅底只有三种，我吃的是清汤滋补的，很鲜。\\r\\n最体贴的是里面的很多东西都可以点半份的。花样也很多。\\r\\n最差劲的是里面的辣味调料没有好吃的，建议自带川琦
52399	金针牛肉卷每次比点，非常好吃！鳗鱼饭也很不错。那个鱿鱼酥感觉不好，都是油。薯球蛮好吃。煎饺也不错。总体感觉蛮干净的。是填饱肚子的普通小店，价格稍贵。
11133	说实话，真的没觉得这个汤有什么好喝的，其他菜也一般
12552	在上海的小龙虾里算是可以的了，就是在马路中间吃情趣和危险并存
12830	服务态度是好的，但服务质量有待提高。
2281	味道不错！遇到女生打架，新鲜……
18322	上岛和迪欧, 不知谁COPY谁
29803	1楼大堂里卖的广式小点心很不错哦
113320	适合老外的饮食风格，基本是欧式快餐，法式香肠三明治不错，有点儿意思！
13994	咖啡一般，面包和蛋糕很好吃。。最适合去吃下午茶
63870	装修还行，味道就很一般了，毛血旺做的太差了
122410	不错，价格实惠，菜味道也挺好，值得再去。
60810	觉得环境不是很好，服务员的态度也一般。但菜的味道还是不错的，虾仁是特色，88元，觉得色味看上去都非常好，就是量不多。
10017	吃本帮菜里面，这个价格算是蛮结棍的。冷盆一般般；红烧肉凝刁刁饿，吃了两块，和家里烧的不一样，也算尝个新鲜；点了一个干丝，上面有瑶柱和鱼翅，吃口老鲜的；黑椒牛仔骨、烟熏鲳鱼都一般；最后点了个土鸡汤，看上去老油，其实蛮清淡的。上菜很慢，服务员拨一拨动一动，不灵。如果是自己去的话，点一两个喜欢的菜就好了。
21198	有天晚上实在找不到吃饭的地方就去了那里，味道还可以吧，满清淡的，店堂装修的也不错。可惜有一家公司在那里吃年夜饭，吵闹之极，还差点和另一桌客人打起来，店里也没什么人来管，我们还开玩笑的说打起来就溜，正好吃顿霸王餐。
76680	陪老板见客户在徐家私菜坊吃了顿晚饭,叫客人点的菜.客人也蛮客气没狠宰老板一刀,吃的都是些家常菜.我印象深刻的是酒酿小圆子,到最后上来的放在小樽里蛮有特色的,看上去在吃鱼翅呢!哈哈,不像别的饭店放在大碗里.还有是特色素鸭等等,吃的是家常菜也记不得了.
37190	跟女朋友去的，点了一个干锅，一盘蔬菜就饱了。菜就是辣，没什么其他味道，环境还不错，就是吃饭要排队我不喜欢。干锅的量蛮大的，建议去的话多叫几个人。
118235	总体感觉还不错，性价比还算挺高的
38209	葡国炒饭好吃， 量很大
9079	最近才和同事去吃过.去了才知道什么是恐怖.8冷10热,居然有2冷1热里有头发,还有一盆热菜有虫,吓死人了.而且服务态度又特别差,叫了半天都没人来服务.以次告诫大家,当心阿!!!
7292	套餐都不便宜。冷饮比较实惠些，特别是刨冰。
4846	特地去吃它的菠萝油和葡式蛋塔,味道不错,不过比期望的还是差了点.菠萝油不腻蛋塔的皮也特别香酥~奶茶更是没话说了,就是十几块一杯,贵了点~车仔面也很不错的.
214721	很有皇室的气派，宴请客户的第一选择。很有面子的\\r\\n
230212	服务态度很好,只是感觉总缺少点什么
214295	我和老公去过一次,结论是:再也不要去第二次了,菜实在是不好吃呀!
16624	比海之幸便宜,但东西也蛮新鲜的,环境很好,可以看黄浦江风景的.
212794	我们2个人点了398的套餐，东西不多，感觉性价比不高，位置蛮舒服的，不过放的音乐实在是受不了，上菜慢的来我要睡着了，有个色拉还可以，其他就没有什么特别印象了，不会去第二次了～！
211767	 剁椒鱼头味道不错，就是量没以前大，性价比比干锅居的好吃，就是服务不太好，忘上菜，还老借故不给发票。吃鱼头要多叫几份面，味道一级棒！
88418	晚上去吃的，烧烤+火锅也算比较新颖的。先说烧烤吧，他们会给你块猪油，这样烧起来更香更入味，鸡翅不错鱼也还好，考鲳鱼会让我想到新亚，扇贝是吃回本的东西。其他的肉排系列肉质都非常老，不推荐。的确他们的烧烤酱味道还是不错的：D再是火锅咯，我点了清汤+咖喱的鸳鸯，结果发现上当，咖喱锅是苦的：（牛肉羊肉一下锅就不见了，宽粉条也不糯蔬菜可以取比较多，还行吧。自助台上有色拉，甜品，饮料……这些都比较丰富，还可以推荐的。另外有两个问题，一是服务员不怎么迅速，我点了牛肉羊肉隔20分钟才上，而且是我又提醒的情况下！还有虽然说是自助的，但是是限时的，有些不自在又赶的感觉……哎！有待提高啊！
345763	包房环境好,服务到位,粤菜正宗,味道好
74605	这里的蒸饭特别好吃。吃了还想吃哦！
170080	环境不错，全玻璃的装饰蛮新颖的。特别是看到厨房时，哇，二排厨师，可真多，仔细一看，原来另一排是玻璃的反射，有意思。走在玻璃走廊上，感觉有些吓人，就如从前在冰冻的松花江上的感觉。由于座位边上就有平铺的排水沟，也没有栏杆，也不知道酒家怎么想的？万一不当心，难免掉下去受伤，所以吃酒的人要小心了。\\r\\n另外由于正大下面的停车场所很大，找起自己的车来，可够麻烦。
283057	去过2次徐汇店，总体感觉一般，环境不错，但是拥挤了点，菜的味道一般。
186120	味道不错，尤其是吃海鲜比较值，就是太贵了，环境很好，可以远眺上海。所以要订靠窗的位置。
53446	味道不错的一个连锁馄饨店，食品的卫生感觉还是有保障的，不过碗和勺子都是油腻腻的，不知道是不是干净。馄饨的品种不少，不过除了馄饨还是馄饨，而且大部分都是本人不太喜欢的大馄饨(还是喜欢吃小馄饨，鲜，大馄饨看着就没有胃口)。比较适合不怎么讲究的朋友快速吃饱的地方。
359630	这里的烩饭真的是价廉物美,很适合学生聚餐,就是地方小了点.
200157	以前看网上的评论说这店的东西偏油，自己去试了一下，觉得很不错呀，特别喜欢里面的茄汁香芋，虽然是油炸的可一点也不腻，很好吃，而且这店价格也便宜，和朋友说好以后要经常光顾，就是等位子 等了45分钟，有点郁闷
